what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482503589
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482508327
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389482513476
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482533463
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482580630
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482586882
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482587525
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389482589079
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389482592506
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389482594805
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389482599640
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389482600700
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1389482603648
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482606812
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482607586
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1389482610697
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389482615458
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389482632811
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389482634324
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389482642967
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389482656909
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389482663191
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1389482673485
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1389482673554
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389482686353
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1389482686355
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482695237
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482721347
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389482723796
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482724626
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482726828
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482727963
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482732482
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482745736
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482748241
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482758826
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482765320
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482765390
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482765427
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482772897
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482775039
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482779371
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482782525
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389482788354
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482791274
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482793624
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389482795793
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482800066
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482801390
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482810001
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482811633
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482813735
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482815531
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389482817984
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482824569
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482826916
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482830592
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482835401
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389482837241
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482839353
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482840788
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389482843423
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482846761
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482848073
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1389482858675
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1389482858932
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1389482859129
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482860144
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482861750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389482870078
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389482875114
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482878277
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482878748
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389482879962
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389482881100
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389482882278
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482882767
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482938494
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389482942853
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1389482945654
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482955933
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482959939
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389482960053
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389482960098
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482981935
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482985347
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482988075
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482989688
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482998485
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389482999402
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483004431
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483005808
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483012396
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483013737
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389483021504
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483027240
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483031223
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483035714
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483039737
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389483043357
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483046945
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483048679
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389483053979
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483056209
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483057210
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389483060710
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483061781
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483062909
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483071609
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483108373
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389483120284
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389483121510
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389483127343
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389483138547
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389483149716
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483150310
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483153281
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389483156006
