what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389484018852
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484024466
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484040103
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389484046760
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1389484053192
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1389484054621
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389484059008
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389484070731
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484072030
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484072283
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389484081016
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1389484093012
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1389484094460
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484103826
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484116691
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484117237
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484135363
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389484142747
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484147310
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484155507
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389484157423
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484176479
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484181427
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484184193
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484216816
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389484219186
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389484228161
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484233636
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484234417
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484235036
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484236438
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484237042
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484237959
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484238418
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484244410
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389484253914
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389484257767
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389484264263
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1389484272227
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389484280983
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1389484282139
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389484285452
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389484292693
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389484301926
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484304784
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484305083
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389484312933
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389484314730
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389484318738
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAutomatically",1389484326892
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484328433
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484329925
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1389484329969
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389484339737
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389484343433
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389484345751
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389484349692
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484352503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484353969
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1389484354014
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1389484360130
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484361328
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484361615
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1389484364585
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1389484365107
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389484367273
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484370275
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484372881
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484376326
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484380209
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389484380323
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389484380367
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389484383240
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389484383509
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389484389754
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389484390520
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1389484392582
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389484409554
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389484410856
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484412447
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484412546
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1389484413747
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1389484413821
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1389484413845
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1389484413849
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1389484413889
started,bundle,org.eclipse.jst.j2ee.core,1.2.4.v201102101900,"org.eclipse.jst.j2ee.core",1389484413932
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1389484413981
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1389484414063
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1389484414105
started,bundle,org.eclipse.jst.j2ee,1.1.404.v201102081800,"org.eclipse.jst.j2ee",1389484414194
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1389484415902
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1389484416054
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1389484416101
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484416480
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1389484416536
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389484416549
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389484417447
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389484417519
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484425803
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484425985
error,log,,,"Unhandled event loop exception",1389484426129
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389484428324
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484433087
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484434156
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1389484434203
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389484436423
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389484436666
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484439364
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1389484439764
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1389484442116
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389484444475
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484452578
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389484496477
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1389484496514
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389484499128
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389485009639
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389485012588
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389489698924
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389489701494
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389489702227
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389489703185
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389489711011
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389489711657
error,log,,,"Unhandled event loop exception",1389489711956
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389489716026
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389489717046
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389489717350
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389489725009
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389489737141
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1389489737199
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389489739378
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389490393818
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389490395236
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389490396707
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389490412851
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389490430623
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389490472089
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389490473674
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389490473985
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389490477553
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389490522392
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389490530157
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389490542688
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389490542986
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389490546500
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389490555640
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389490566378
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389490566704
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389490570047
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389490589884
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389490615271
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389490615572
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389490620871
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389490626245
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1389490632311
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389490633577
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1389490641192
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389490642978
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389490644564
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389490644868
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1389490648686
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389490650498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1389490661827
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1389490680012
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389490681941
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389490735200
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1389490746635
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1389490747428
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389490748475
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389490753202
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389490756455
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389490766507
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1389490766550
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389490769199
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389491010196
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389491012606
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389491017439
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389491019467
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389491027476
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1389491038423
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1389491043383
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389491046202
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389491048648
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389491092536
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389491094844
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389491120674
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389491123219
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389491123558
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389491167971
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389491168685
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389491169804
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389491170532
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389561707869
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389561709435
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389561709789
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389561719573
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389564956386
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389564959444
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1389564962805
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389564969620
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389564977709
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389564985128
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389564988342
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1389564996668
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1389565005897
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389565019413
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389565031518
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389565043895
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389565049961
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389565050137
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389565050204
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389565059857
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389565063283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389565066447
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389565066568
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389565066609
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1389565068325
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389565073888
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1389565081181
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389565081326
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1389565081368
